Brand,Model,VehicleType,BodyStyle,SizeClass,Economy,Luxury,Comfort,Performance,Practicality,Family,Commute,Confidence,Source,ProfileVersion,LastUpdatedUTC
Volkswagen,Arteon,CAR,SEDAN,LARGE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Volkswagen,Beach Buggy,OTHER,OTHER,UNKNOWN,UNKNOWN,LOW,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Volkswagen,Beetle,CAR,HATCHBACK,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Volkswagen,Buggy,OTHER,OTHER,UNKNOWN,UNKNOWN,LOW,LOW,MEDIUM,LOW,LOW,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Volkswagen,Caddy,VAN,VAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Volkswagen,Crafter,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Volkswagen,E-Golf,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Volkswagen,EOS,CAR,CONVERTIBLE,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Volkswagen,Golf,CAR,HATCHBACK,COMPACT,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Volkswagen,ID.3,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Volkswagen,ID.4,CAR,SUV,MIDSIZE,HIGH,LOW,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Volkswagen,Jetta,CAR,SEDAN,COMPACT,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Volkswagen,Passat,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Volkswagen,Passat Variant,CAR,WAGON,LARGE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Volkswagen,Polo,CAR,HATCHBACK,SMALL,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Volkswagen,Scirocco,CAR,COUPE,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Volkswagen,T-Cross,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Volkswagen,T-Roc,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Volkswagen,Tiguan,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Volkswagen,Touareg,CAR,SUV,LARGE,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Volkswagen,Touran,CAR,MPV,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Volkswagen,Up Club,CAR,HATCHBACK,MICRO,HIGH,LOW,LOW,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Volkswagen,VW CC,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Volvo,C40,CAR,CROSSOVER,COMPACT,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Volvo,EX30,CAR,SUV,SMALL,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Volvo,S40,CAR,SEDAN,COMPACT,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Volvo,S60,CAR,SEDAN,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Volvo,S80,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Volvo,S90,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Volvo,V40,CAR,HATCHBACK,COMPACT,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Volvo,XC40,CAR,SUV,COMPACT,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Volvo,XC60,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Volvo,XC90,CAR,SUV,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Yamaha,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Yamaha,Dragstar 400,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Yamaha,MT-03,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Yamaha,MT-07,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Yamaha,MT-09,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Yamaha,NMAX 125,SCOOTER,SCOOTER,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Yamaha,R15,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Yamaha,R3,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Yamaha,Raptor,ATV_UTV,ATV_UTV,UNKNOWN,MEDIUM,LOW,LOW,HIGH,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Yamaha,Stryker 1300,MOTORCYCLE,MOTORCYCLE,LARGE,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Yamaha,Tenere 700,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Yamaha,TMAX 560,SCOOTER,SCOOTER,UNKNOWN,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Yamaha,Toricity125,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Yamaha,Tracer 9 GT+,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Yamaha,XMAX,SCOOTER,SCOOTER,UNKNOWN,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Yamaha,XMAX 250,SCOOTER,SCOOTER,SMALL,HIGH,LOW,HIGH,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Yuki,Crypto,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Yuki,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Yuki,Legend,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Yuki,Risotto,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Çekici,Daf,VAN,VAN,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Çekici,Ford,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Çekici,Iveco,VAN,VAN,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Çekici,Nissan,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,LOW,LOW,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
